file,candidate_source,note_index,pitch,ioi_from_prev_ticks,ioi_from_prev_sec,velocity,duration_ticks,duration_sec,onset_tick,onset_sec,next_ioi_ticks,next_ioi_sec,pedal1,pedal1_sample_tick,pedal1_sample_time_sec,pedal2,pedal2_sample_tick,pedal2_sample_time_sec,pedal3,pedal3_sample_tick,pedal3_sample_time_sec,pedal4,pedal4_sample_tick,pedal4_sample_time_sec,relative_path,composer,title,folder
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,389,50,653,0.653,60,894,0.894,76318,76.318,0,0.0,104,76318.0,76.318,104,76318.0,76.318,104,76318.0,76.318,104,76318.0,76.318,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,390,66,0,0.0,61,329,0.329,76318,76.318,9,0.009,104,76318.0,76.318,87,76320.25,76.32025,87,76322.5,76.3225,87,76324.75,76.32475,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,391,57,9,0.009,57,676,0.676,76327,76.327,289,0.289,87,76327.0,76.327,0,76399.25,76.39925,66,76471.5,76.4715,91,76543.75,76.54375,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,392,74,289,0.289,66,238,0.238,76616,76.616,135,0.135,92,76616.0,76.616,92,76649.75,76.64975,92,76683.5,76.6835,89,76717.25,76.71725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,393,72,135,0.135,71,184,0.184,76751,76.751,121,0.121,88,76751.0,76.751,88,76781.25,76.78125,87,76811.5,76.8115,83,76841.75,76.84175,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,394,68,121,0.121,58,274,0.274,76872,76.872,10,0.01,82,76872.0,76.872,82,76874.5,76.8745,82,76877.0,76.877,82,76879.5,76.8795,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,395,71,10,0.01,68,320,0.32,76882,76.882,7,0.007,82,76882.0,76.882,82,76883.75,76.88375,82,76885.5,76.8855,82,76887.25,76.88725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,396,64,7,0.007,37,886,0.886,76889,76.889,280,0.28,82,76889.0,76.889,70,76959.0,76.959,49,77029.0,77.029,39,77099.0,77.099,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,397,52,280,0.28,56,310,0.31,77169,77.169,302,0.302,58,77169.0,77.169,77,77244.5,77.2445,92,77320.0,77.32,92,77395.5,77.3955,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,398,72,302,0.302,72,683,0.683,77471,77.471,8,0.008,92,77471.0,77.471,92,77473.0,77.473,92,77475.0,77.475,92,77477.0,77.477,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,399,69,8,0.008,57,725,0.725,77479,77.479,8,0.008,91,77479.0,77.479,91,77481.0,77.481,91,77483.0,77.483,91,77485.0,77.485,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,400,50,8,0.008,59,488,0.488,77487,77.487,285,0.285,91,77487.0,77.487,65,77558.25,77.55825,44,77629.5,77.6295,44,77700.75,77.70075,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,401,48,285,0.285,58,370,0.37,77772,77.772,322,0.322,44,77772.0,77.772,44,77852.5,77.8525,42,77933.0,77.933,33,78013.5,78.0135,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,402,74,322,0.322,72,597,0.597,78094,78.094,6,0.006,0,78094.0,78.094,0,78095.5,78.0955,0,78097.0,78.097,0,78098.5,78.0985,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,403,62,6,0.006,63,228,0.228,78100,78.1,11,0.011,0,78100.0,78.1,0,78102.75,78.10275,0,78105.5,78.1055,0,78108.25,78.10825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,404,47,11,0.011,54,746,0.746,78111,78.111,648,0.648,0,78111.0,78.111,70,78273.0,78.273,127,78435.0,78.435,127,78597.0,78.597,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,405,76,648,0.648,78,767,0.767,78759,78.759,1,0.001,105,78759.0,78.759,105,78759.25,78.75925,105,78759.5,78.7595,105,78759.75,78.75975,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,406,67,1,0.001,76,778,0.778,78760,78.76,21,0.021,105,78760.0,78.76,105,78765.25,78.76525,105,78770.5,78.7705,85,78775.75,78.77575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,407,46,21,0.021,60,732,0.732,78781,78.781,620,0.62,85,78781.0,78.781,70,78936.0,78.936,127,79091.0,79.091,127,79246.0,79.246,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,408,77,620,0.62,74,958,0.958,79401,79.401,1,0.001,101,79401.0,79.401,101,79401.25,79.40125,101,79401.5,79.4015,101,79401.75,79.40175,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,409,69,1,0.001,72,703,0.703,79402,79.402,19,0.019,101,79402.0,79.402,101,79406.75,79.40675,101,79411.5,79.4115,101,79416.25,79.41625,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,410,45,19,0.019,62,699,0.699,79421,79.421,621,0.621,79,79421.0,79.421,56,79576.25,79.57625,105,79731.5,79.7315,127,79886.75,79.88675,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,411,71,621,0.621,86,678,0.678,80042,80.042,22,0.022,51,80042.0,80.042,51,80047.5,80.0475,34,80053.0,80.053,34,80058.5,80.0585,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,412,43,22,0.022,65,702,0.702,80064,80.064,311,0.311,34,80064.0,80.064,69,80141.75,80.14175,127,80219.5,80.2195,127,80297.25,80.29725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,413,79,311,0.311,76,306,0.306,80375,80.375,138,0.138,127,80375.0,80.375,127,80409.5,80.4095,127,80444.0,80.444,127,80478.5,80.4785,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,414,77,138,0.138,72,210,0.21,80513,80.513,156,0.156,127,80513.0,80.513,127,80552.0,80.552,127,80591.0,80.591,127,80630.0,80.63,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,415,76,156,0.156,78,692,0.692,80669,80.669,8,0.008,82,80669.0,80.669,82,80671.0,80.671,82,80673.0,80.673,82,80675.0,80.675,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,416,72,8,0.008,75,957,0.957,80677,80.677,18,0.018,62,80677.0,80.677,62,80681.5,80.6815,62,80686.0,80.686,62,80690.5,80.6905,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,417,45,18,0.018,73,232,0.232,80695,80.695,607,0.607,62,80695.0,80.695,0,80846.75,80.84675,127,80998.5,80.9985,127,81150.25,81.15025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,418,81,607,0.607,73,358,0.358,81302,81.302,5,0.005,127,81302.0,81.302,127,81303.25,81.30325,127,81304.5,81.3045,127,81305.75,81.30575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,419,57,5,0.005,87,410,0.41,81307,81.307,16,0.016,127,81307.0,81.307,127,81311.0,81.311,127,81315.0,81.315,127,81319.0,81.319,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,420,54,16,0.016,68,669,0.669,81323,81.323,311,0.311,127,81323.0,81.323,0,81400.75,81.40075,62,81478.5,81.4785,127,81556.25,81.55625,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,421,74,311,0.311,71,146,0.146,81634,81.634,121,0.121,127,81634.0,81.634,127,81664.25,81.66425,127,81694.5,81.6945,127,81724.75,81.72475,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,422,72,121,0.121,77,233,0.233,81755,81.755,173,0.173,127,81755.0,81.755,127,81798.25,81.79825,127,81841.5,81.8415,127,81884.75,81.88475,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,423,74,173,0.173,80,829,0.829,81928,81.928,6,0.006,85,81928.0,81.928,85,81929.5,81.9295,85,81931.0,81.931,85,81932.5,81.9325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,424,59,6,0.006,82,372,0.372,81934,81.934,0,0.0,85,81934.0,81.934,85,81934.0,81.934,85,81934.0,81.934,85,81934.0,81.934,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,425,71,0,0.0,72,977,0.977,81934,81.934,14,0.014,85,81934.0,81.934,85,81937.5,81.9375,85,81941.0,81.941,85,81944.5,81.9445,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,426,55,14,0.014,70,802,0.802,81948,81.948,677,0.677,68,81948.0,81.948,0,82117.25,82.11725,127,82286.5,82.2865,127,82455.75,82.45575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,427,79,677,0.677,76,1376,1.376,82625,82.625,1,0.001,127,82625.0,82.625,127,82625.25,82.62525,127,82625.5,82.6255,127,82625.75,82.62575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,428,61,1,0.001,85,305,0.305,82626,82.626,19,0.019,127,82626.0,82.626,127,82630.75,82.63075,127,82635.5,82.6355,127,82640.25,82.64025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,429,52,19,0.019,66,971,0.971,82645,82.645,1,0.001,127,82645.0,82.645,127,82645.25,82.64525,127,82645.5,82.6455,127,82645.75,82.64575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,430,76,1,0.001,65,280,0.28,82646,82.646,815,0.815,127,82646.0,82.646,127,82849.75,82.84975,127,83053.5,83.0535,127,83257.25,83.25725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,431,62,815,0.815,80,1141,1.141,83461,83.461,9,0.009,127,83461.0,83.461,127,83463.25,83.46325,127,83465.5,83.4655,127,83467.75,83.46775,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,432,50,9,0.009,76,606,0.606,83470,83.47,0,0.0,127,83470.0,83.47,127,83470.0,83.47,127,83470.0,83.47,127,83470.0,83.47,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,433,69,0,0.0,74,715,0.715,83470,83.47,469,0.469,127,83470.0,83.47,127,83587.25,83.58725,0,83704.5,83.7045,83,83821.75,83.82175,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,434,81,469,0.469,81,449,0.449,83939,83.939,371,0.371,127,83939.0,83.939,127,84031.75,84.03175,127,84124.5,84.1245,127,84217.25,84.21725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,435,79,371,0.371,81,327,0.327,84310,84.31,4,0.004,127,84310.0,84.31,127,84311.0,84.311,127,84312.0,84.312,127,84313.0,84.313,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,436,74,4,0.004,78,998,0.998,84314,84.314,291,0.291,127,84314.0,84.314,127,84386.75,84.38675,127,84459.5,84.4595,127,84532.25,84.53225,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,437,77,291,0.291,73,420,0.42,84605,84.605,6,0.006,127,84605.0,84.605,127,84606.5,84.6065,127,84608.0,84.608,127,84609.5,84.6095,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,438,64,6,0.006,64,114,0.114,84611,84.611,132,0.132,127,84611.0,84.611,127,84644.0,84.644,127,84677.0,84.677,127,84710.0,84.71,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,439,62,132,0.132,67,84,0.084,84743,84.743,165,0.165,127,84743.0,84.743,127,84784.25,84.78425,127,84825.5,84.8255,127,84866.75,84.86675,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,440,76,165,0.165,79,181,0.181,84908,84.908,2,0.002,127,84908.0,84.908,127,84908.5,84.9085,127,84909.0,84.909,127,84909.5,84.9095,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,441,60,2,0.002,84,770,0.77,84910,84.91,4,0.004,127,84910.0,84.91,127,84911.0,84.911,127,84912.0,84.912,127,84913.0,84.913,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,442,52,4,0.004,82,405,0.405,84914,84.914,306,0.306,127,84914.0,84.914,0,84990.5,84.9905,0,85067.0,85.067,91,85143.5,85.1435,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,443,76,306,0.306,75,665,0.665,85220,85.22,326,0.326,127,85220.0,85.22,127,85301.5,85.3015,127,85383.0,85.383,127,85464.5,85.4645,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,444,81,326,0.326,80,852,0.852,85546,85.546,5,0.005,127,85546.0,85.546,127,85547.25,85.54725,127,85548.5,85.5485,127,85549.75,85.54975,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,445,65,5,0.005,87,751,0.751,85551,85.551,2,0.002,127,85551.0,85.551,127,85551.5,85.5515,127,85552.0,85.552,127,85552.5,85.5525,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,446,53,2,0.002,84,759,0.759,85553,85.553,3,0.003,127,85553.0,85.553,127,85553.75,85.55375,127,85554.5,85.5545,127,85555.25,85.55525,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,447,74,3,0.003,61,393,0.393,85556,85.556,301,0.301,127,85556.0,85.556,75,85631.25,85.63125,0,85706.5,85.7065,58,85781.75,85.78175,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,448,72,301,0.301,68,168,0.168,85857,85.857,336,0.336,91,85857.0,85.857,127,85941.0,85.941,127,86025.0,86.025,127,86109.0,86.109,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,449,74,336,0.336,78,1006,1.006,86193,86.193,2,0.002,127,86193.0,86.193,127,86193.5,86.1935,127,86194.0,86.194,127,86194.5,86.1945,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,450,71,2,0.002,71,300,0.3,86195,86.195,4,0.004,127,86195.0,86.195,127,86196.0,86.196,127,86197.0,86.197,127,86198.0,86.198,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,451,55,4,0.004,76,1064,1.064,86199,86.199,0,0.0,127,86199.0,86.199,127,86199.0,86.199,127,86199.0,86.199,127,86199.0,86.199,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,452,59,0,0.0,77,991,0.991,86199,86.199,690,0.69,127,86199.0,86.199,0,86371.5,86.3715,75,86544.0,86.544,127,86716.5,86.7165,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,453,82,690,0.69,86,728,0.728,86889,86.889,15,0.015,127,86889.0,86.889,127,86892.75,86.89275,127,86896.5,86.8965,127,86900.25,86.90025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,454,79,15,0.015,70,841,0.841,86904,86.904,5,0.005,127,86904.0,86.904,127,86905.25,86.90525,127,86906.5,86.9065,127,86907.75,86.90775,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
