file,relative_path,status,error,midi_type,ticks_per_beat,tempo_change_count,note_count,unique_onset_count,ioi_count,cc64_event_count,cc64_channel_distribution,cc64_track_distribution,note_channel_distribution,channel_conflict_count,track_conflict_count,drum_note_count,cc64_events_before_first_onset,cc64_events_at_or_after_last_onset,long_ioi_count_gt_5s,max_ioi_duration_sec,baseline_64_up_count,baseline_64_down_count,baseline_64_transition_count,baseline_64_main_ioi_up_count,baseline_64_main_ioi_down_count,baseline_64_main_ioi_transition_count,baseline_64_transitions_before_first_onset,baseline_64_transitions_at_or_after_last_onset,baseline_64_two_slot_coverage,baseline_64_rapid_reversal_25ms,baseline_64_near_threshold_rapid_25ms,baseline_64_rapid_reversal_50ms,baseline_64_near_threshold_rapid_50ms,baseline_64_rapid_reversal_100ms,baseline_64_near_threshold_rapid_100ms,baseline_64_rapid_reversal_200ms,baseline_64_near_threshold_rapid_200ms,narrow_68_60_up_count,narrow_68_60_down_count,narrow_68_60_transition_count,narrow_68_60_main_ioi_up_count,narrow_68_60_main_ioi_down_count,narrow_68_60_main_ioi_transition_count,narrow_68_60_transitions_before_first_onset,narrow_68_60_transitions_at_or_after_last_onset,narrow_68_60_two_slot_coverage,narrow_68_60_rapid_reversal_25ms,narrow_68_60_near_threshold_rapid_25ms,narrow_68_60_rapid_reversal_50ms,narrow_68_60_near_threshold_rapid_50ms,narrow_68_60_rapid_reversal_100ms,narrow_68_60_near_threshold_rapid_100ms,narrow_68_60_rapid_reversal_200ms,narrow_68_60_near_threshold_rapid_200ms,wide_72_56_up_count,wide_72_56_down_count,wide_72_56_transition_count,wide_72_56_main_ioi_up_count,wide_72_56_main_ioi_down_count,wide_72_56_main_ioi_transition_count,wide_72_56_transitions_before_first_onset,wide_72_56_transitions_at_or_after_last_onset,wide_72_56_two_slot_coverage,wide_72_56_rapid_reversal_25ms,wide_72_56_near_threshold_rapid_25ms,wide_72_56_rapid_reversal_50ms,wide_72_56_near_threshold_rapid_50ms,wide_72_56_rapid_reversal_100ms,wide_72_56_near_threshold_rapid_100ms,wide_72_56_rapid_reversal_200ms,wide_72_56_near_threshold_rapid_200ms,transition_count_0_iois,transition_count_1_iois,transition_count_2_iois,transition_count_3_iois,transition_count_4plus_iois,overflow_ioi_count,overflow_ioi_ratio,same_timestamp_opposite_transition_count,continuously_off_ioi_count,continuously_on_ioi_count,partially_on_ioi_count,ever_on_ioi_count,baseline_rapid_rate_per_1000_iois,baseline_near_threshold_rapid_rate_per_1000_iois,baseline_transition_rate_per_1000_iois,warnings,near_threshold_rate_empirical_p95,transition_rate_empirical_p95,high_near_threshold_crossing_rate,high_transition_rate
8-6.mid,third_party/PianistTransformer/data/midis/testset/human/8-6.mid,analyzed,,1,480,1,2113,1929,1928,4055,"{""0"": 4055}","{""1"": 4055}","{""0"": 2113}",0,0,0,6,27,0,2.90833333333336,175,175,350,174,174,348,0,2,0.9994813278008299,0,0,0,0,1,1,81,3,167,167,334,166,166,332,0,2,0.9994813278008299,0,0,0,0,0,0,65,0,162,162,324,161,161,322,0,2,0.9994813278008299,0,0,0,0,0,0,60,0,1606,297,24,1,0,1,0.0005186721991701245,0,1100,515,313,828,42.01244813278009,1.5560165975103735,181.53526970954357,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-7.mid,third_party/PianistTransformer/data/midis/testset/human/8-7.mid,analyzed,,1,480,1,2113,1929,1928,4055,"{""0"": 4055}","{""1"": 4055}","{""0"": 2113}",0,0,0,6,27,0,2.90833333333336,175,175,350,174,174,348,0,2,0.9994813278008299,0,0,0,0,1,1,81,3,167,167,334,166,166,332,0,2,0.9994813278008299,0,0,0,0,0,0,65,0,162,162,324,161,161,322,0,2,0.9994813278008299,0,0,0,0,0,0,60,0,1606,297,24,1,0,1,0.0005186721991701245,0,1100,515,313,828,42.01244813278009,1.5560165975103735,181.53526970954357,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-8.mid,third_party/PianistTransformer/data/midis/testset/human/8-8.mid,analyzed,,1,480,1,2113,1929,1928,4055,"{""0"": 4055}","{""1"": 4055}","{""0"": 2113}",0,0,0,6,27,0,2.90833333333336,175,175,350,174,174,348,0,2,0.9994813278008299,0,0,0,0,1,1,81,3,167,167,334,166,166,332,0,2,0.9994813278008299,0,0,0,0,0,0,65,0,162,162,324,161,161,322,0,2,0.9994813278008299,0,0,0,0,0,0,60,0,1606,297,24,1,0,1,0.0005186721991701245,0,1100,515,313,828,42.01244813278009,1.5560165975103735,181.53526970954357,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-9.mid,third_party/PianistTransformer/data/midis/testset/human/8-9.mid,analyzed,,1,480,1,2113,1929,1928,4055,"{""0"": 4055}","{""1"": 4055}","{""0"": 2113}",0,0,0,6,27,0,2.90833333333336,175,175,350,174,174,348,0,2,0.9994813278008299,0,0,0,0,1,1,81,3,167,167,334,166,166,332,0,2,0.9994813278008299,0,0,0,0,0,0,65,0,162,162,324,161,161,322,0,2,0.9994813278008299,0,0,0,0,0,0,60,0,1606,297,24,1,0,1,0.0005186721991701245,0,1100,515,313,828,42.01244813278009,1.5560165975103735,181.53526970954357,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-10.mid,third_party/PianistTransformer/data/midis/testset/human/8-10.mid,analyzed,,0,384,1,2114,2032,2031,2906,"{""0"": 2906}","{""0"": 2906}","{""0"": 2114}",0,0,0,8,4,0,1.690703437499998,162,162,324,161,162,323,0,1,1.0,0,0,0,0,8,0,57,4,156,156,312,155,156,311,0,1,1.0,0,0,0,0,5,0,46,1,142,142,284,141,142,283,0,1,1.0,0,0,0,0,4,0,43,0,1737,265,29,0,0,0,0.0,0,1289,459,283,742,28.064992614475628,1.9694731659281142,159.52732644017726,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-11.mid,third_party/PianistTransformer/data/midis/testset/human/8-11.mid,analyzed,,0,384,1,2114,2032,2031,2906,"{""0"": 2906}","{""0"": 2906}","{""0"": 2114}",0,0,0,8,4,0,1.690703437499998,162,162,324,161,162,323,0,1,1.0,0,0,0,0,8,0,57,4,156,156,312,155,156,311,0,1,1.0,0,0,0,0,5,0,46,1,142,142,284,141,142,283,0,1,1.0,0,0,0,0,4,0,43,0,1737,265,29,0,0,0,0.0,0,1289,459,283,742,28.064992614475628,1.9694731659281142,159.52732644017726,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-12.mid,third_party/PianistTransformer/data/midis/testset/human/8-12.mid,analyzed,,0,384,1,2114,2032,2031,2906,"{""0"": 2906}","{""0"": 2906}","{""0"": 2114}",0,0,0,8,4,0,1.690703437499998,162,162,324,161,162,323,0,1,1.0,0,0,0,0,8,0,57,4,156,156,312,155,156,311,0,1,1.0,0,0,0,0,5,0,46,1,142,142,284,141,142,283,0,1,1.0,0,0,0,0,4,0,43,0,1737,265,29,0,0,0,0.0,0,1289,459,283,742,28.064992614475628,1.9694731659281142,159.52732644017726,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-13.mid,third_party/PianistTransformer/data/midis/testset/human/8-13.mid,analyzed,,0,384,1,2114,2032,2031,2906,"{""0"": 2906}","{""0"": 2906}","{""0"": 2114}",0,0,0,8,4,0,1.690703437499998,162,162,324,161,162,323,0,1,1.0,0,0,0,0,8,0,57,4,156,156,312,155,156,311,0,1,1.0,0,0,0,0,5,0,46,1,142,142,284,141,142,283,0,1,1.0,0,0,0,0,4,0,43,0,1737,265,29,0,0,0,0.0,0,1289,459,283,742,28.064992614475628,1.9694731659281142,159.52732644017726,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-14.mid,third_party/PianistTransformer/data/midis/testset/human/8-14.mid,analyzed,,0,384,1,2114,2032,2031,2906,"{""0"": 2906}","{""0"": 2906}","{""0"": 2114}",0,0,0,8,4,0,1.690703437499998,162,162,324,161,162,323,0,1,1.0,0,0,0,0,8,0,57,4,156,156,312,155,156,311,0,1,1.0,0,0,0,0,5,0,46,1,142,142,284,141,142,283,0,1,1.0,0,0,0,0,4,0,43,0,1737,265,29,0,0,0,0.0,0,1289,459,283,742,28.064992614475628,1.9694731659281142,159.52732644017726,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-0.mid,third_party/PianistTransformer/data/midis/testset/human/9-0.mid,analyzed,,1,384,1,3520,3417,3416,1747,"{""0"": 1747}","{""1"": 1747}","{""0"": 3520}",0,0,0,1,0,0,2.748697916666657,143,143,286,143,143,286,0,0,1.0,0,0,0,0,24,0,50,0,143,143,286,143,143,286,0,0,1.0,0,0,0,0,15,0,45,0,143,143,286,143,143,286,0,0,1.0,0,0,0,0,7,0,44,0,3140,266,10,0,0,0,0.0,0,2441,702,273,975,14.637002341920375,0.0,83.72365339578454,cc64_before_first_onset,15.301181483633547,291.93373852610824,False,False
9-1.mid,third_party/PianistTransformer/data/midis/testset/human/9-1.mid,analyzed,,1,480,1,3526,3431,3430,2565,"{""0"": 2565}","{""1"": 2565}","{""0"": 3526}",0,0,0,0,8,0,3.9252020958333276,130,130,260,129,130,259,0,1,0.9997084548104956,0,0,1,1,21,5,56,16,114,114,228,113,114,227,0,1,0.9997084548104956,0,0,0,0,14,1,52,8,104,104,208,103,104,207,0,1,0.9997084548104956,0,0,0,0,10,0,46,0,3189,224,16,1,0,1,0.0002915451895043732,0,2833,363,234,597,16.3265306122449,4.664723032069971,75.80174927113703,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-2.mid,third_party/PianistTransformer/data/midis/testset/human/9-2.mid,analyzed,,1,480,1,3526,3431,3430,2565,"{""0"": 2565}","{""1"": 2565}","{""0"": 3526}",0,0,0,0,8,0,3.9252020958333276,130,130,260,129,130,259,0,1,0.9997084548104956,0,0,1,1,21,5,56,16,114,114,228,113,114,227,0,1,0.9997084548104956,0,0,0,0,14,1,52,8,104,104,208,103,104,207,0,1,0.9997084548104956,0,0,0,0,10,0,46,0,3189,224,16,1,0,1,0.0002915451895043732,0,2833,363,234,597,16.3265306122449,4.664723032069971,75.80174927113703,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-3.mid,third_party/PianistTransformer/data/midis/testset/human/9-3.mid,analyzed,,1,384,1,3482,3387,3386,5008,"{""0"": 5008}","{""1"": 5008}","{""0"": 3482}",0,0,0,0,2,0,4.109375,172,173,345,172,172,344,0,1,0.9988186650915535,1,1,2,2,22,13,59,22,138,139,277,138,138,276,0,1,0.9997046662728883,0,0,0,0,8,2,29,5,89,90,179,89,89,178,0,1,1.0,0,0,0,0,5,0,15,0,3073,287,22,3,1,4,0.0011813349084465446,0,2527,549,310,859,17.424689899586532,6.4973419964559955,101.89013585351447,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-4.mid,third_party/PianistTransformer/data/midis/testset/human/9-4.mid,analyzed,,1,384,1,3474,3367,3366,3384,"{""0"": 3384}","{""1"": 3384}","{""0"": 3474}",0,0,0,1,3,0,4.078125,215,216,431,215,215,430,0,1,0.9994058229352347,2,2,7,4,39,4,109,8,204,205,409,204,204,408,0,1,1.0,0,0,2,0,37,0,104,1,194,195,389,194,194,388,0,1,1.0,0,0,2,0,35,0,94,0,2965,374,25,2,0,2,0.0005941770647653001,0,2260,709,397,1106,32.382650029708856,2.3767082590612003,128.04515745692217,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-5.mid,third_party/PianistTransformer/data/midis/testset/human/9-5.mid,analyzed,,1,384,1,3474,3367,3366,3384,"{""0"": 3384}","{""1"": 3384}","{""0"": 3474}",0,0,0,1,3,0,4.078125,215,216,431,215,215,430,0,1,0.9994058229352347,2,2,7,4,39,4,109,8,204,205,409,204,204,408,0,1,1.0,0,0,2,0,37,0,104,1,194,195,389,194,194,388,0,1,1.0,0,0,2,0,35,0,94,0,2965,374,25,2,0,2,0.0005941770647653001,0,2260,709,397,1106,32.382650029708856,2.3767082590612003,128.04515745692217,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-6.mid,third_party/PianistTransformer/data/midis/testset/human/9-6.mid,analyzed,,0,384,1,3497,3387,3386,2647,"{""0"": 2647}","{""0"": 2647}","{""0"": 3497}",0,0,0,0,13,0,3.9690131250000036,124,124,248,123,123,246,0,2,1.0,1,1,1,1,9,2,67,7,116,116,232,115,115,230,0,2,0.9991139988186651,0,0,1,0,8,1,64,2,102,102,204,101,101,202,0,2,0.9997046662728883,0,0,0,0,6,0,61,0,3176,174,36,0,0,0,0.0,0,2935,247,204,451,19.78735971647962,2.067336089781453,73.24276432368576,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-7.mid,third_party/PianistTransformer/data/midis/testset/human/9-7.mid,analyzed,,1,480,1,3463,3398,3397,1082,"{""0"": 1082}","{""1"": 1082}","{""0"": 3463}",0,0,0,0,10,0,2.5833257125000273,73,73,146,72,72,144,0,2,0.9997056226081837,3,3,5,5,27,5,34,5,69,69,138,68,68,136,0,2,0.9997056226081837,0,0,1,1,18,1,27,1,68,68,136,67,67,134,0,2,0.9997056226081837,0,0,1,0,15,0,27,0,3274,103,19,1,0,1,0.00029437739181630853,0,3026,251,120,371,10.008831321754489,1.4718869590815424,42.97909920518104,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-8.mid,third_party/PianistTransformer/data/midis/testset/human/9-8.mid,analyzed,,1,480,1,3463,3398,3397,1082,"{""0"": 1082}","{""1"": 1082}","{""0"": 3463}",0,0,0,0,10,0,2.5833257125000273,73,73,146,72,72,144,0,2,0.9997056226081837,3,3,5,5,27,5,34,5,69,69,138,68,68,136,0,2,0.9997056226081837,0,0,1,1,18,1,27,1,68,68,136,67,67,134,0,2,0.9997056226081837,0,0,1,0,15,0,27,0,3274,103,19,1,0,1,0.00029437739181630853,0,3026,251,120,371,10.008831321754489,1.4718869590815424,42.97909920518104,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-9.mid,third_party/PianistTransformer/data/midis/testset/human/9-9.mid,analyzed,,1,384,1,3541,3426,3425,2718,"{""0"": 2718}","{""1"": 2718}","{""0"": 3541}",0,0,0,1,8,0,2.8411458333333144,194,194,388,193,194,387,0,1,0.9997080291970802,1,1,2,2,24,8,87,12,188,188,376,187,188,375,0,1,0.9994160583941606,0,0,0,0,15,4,76,6,183,183,366,182,183,365,0,1,0.9994160583941606,0,0,0,0,11,0,67,1,3077,310,37,1,0,1,0.00029197080291970805,0,2429,653,343,996,25.401459854014597,3.5036496350364965,113.28467153284672,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-10.mid,third_party/PianistTransformer/data/midis/testset/human/9-10.mid,analyzed,,1,480,1,3468,3414,3413,6284,"{""0"": 6284}","{""1"": 6284}","{""0"": 3468}",0,0,0,0,26,0,3.8125,277,277,554,276,276,552,0,2,0.9991210079109288,2,2,8,7,69,19,196,39,231,231,462,230,230,460,0,2,0.9994140052739525,0,0,1,0,38,4,156,7,214,214,428,213,213,426,0,2,0.9994140052739525,0,0,0,0,24,1,137,1,2924,430,56,2,1,3,0.0008789920890711983,0,1977,951,485,1436,57.427483152651625,11.426897157925579,162.32053911514797,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-11.mid,third_party/PianistTransformer/data/midis/testset/human/9-11.mid,analyzed,,1,480,1,3468,3414,3413,6284,"{""0"": 6284}","{""1"": 6284}","{""0"": 3468}",0,0,0,0,26,0,3.8125,277,277,554,276,276,552,0,2,0.9991210079109288,2,2,8,7,69,19,196,39,231,231,462,230,230,460,0,2,0.9994140052739525,0,0,1,0,38,4,156,7,214,214,428,213,213,426,0,2,0.9994140052739525,0,0,0,0,24,1,137,1,2924,430,56,2,1,3,0.0008789920890711983,0,1977,951,485,1436,57.427483152651625,11.426897157925579,162.32053911514797,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-12.mid,third_party/PianistTransformer/data/midis/testset/human/9-12.mid,analyzed,,1,480,1,3545,3459,3458,2523,"{""0"": 2523}","{""1"": 2523}","{""0"": 3545}",0,0,0,22,14,0,4.709374999999994,122,122,244,121,121,242,0,2,0.9997108155002892,2,2,5,5,8,8,30,17,100,100,200,99,99,198,0,2,0.9997108155002892,0,0,0,0,4,0,18,0,88,88,176,87,87,174,0,2,0.9997108155002892,0,0,0,0,4,0,20,0,3234,207,16,1,0,1,0.0002891844997108155,0,2854,383,221,604,8.675534991324465,4.9161364950838635,70.56101792943898,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
9-13.mid,third_party/PianistTransformer/data/midis/testset/human/9-13.mid,analyzed,,1,480,1,3545,3459,3458,2523,"{""0"": 2523}","{""1"": 2523}","{""0"": 3545}",0,0,0,22,14,0,4.709374999999994,122,122,244,121,121,242,0,2,0.9997108155002892,2,2,5,5,8,8,30,17,100,100,200,99,99,198,0,2,0.9997108155002892,0,0,0,0,4,0,18,0,88,88,176,87,87,174,0,2,0.9997108155002892,0,0,0,0,4,0,20,0,3234,207,16,1,0,1,0.0002891844997108155,0,2854,383,221,604,8.675534991324465,4.9161364950838635,70.56101792943898,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
10-0.mid,third_party/PianistTransformer/data/midis/testset/human/10-0.mid,analyzed,,0,384,1,1476,1383,1382,1794,"{""0"": 1794}","{""0"": 1794}","{""0"": 1476}",0,0,0,0,155,0,3.9115879687500126,83,83,166,82,82,164,0,2,0.9992764109985528,0,0,4,3,27,10,61,19,63,63,126,62,62,124,0,2,1.0,0,0,0,0,13,1,46,3,60,60,120,59,59,118,0,2,1.0,0,0,0,0,11,0,43,0,1237,128,16,0,1,1,0.000723589001447178,0,1097,143,142,285,44.138929088277855,13.748191027496382,120.11577424023154,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
10-1.mid,third_party/PianistTransformer/data/midis/testset/human/10-1.mid,analyzed,,1,480,1,1443,1370,1369,1175,"{""0"": 1175}","{""1"": 1175}","{""0"": 1443}",0,0,0,8,89,0,2.145292816666654,52,52,104,50,51,101,0,3,1.0,1,1,5,2,16,3,34,8,46,46,92,44,45,89,0,3,1.0,1,1,3,1,15,2,24,2,45,45,90,43,44,87,0,3,1.0,0,0,2,0,13,0,23,0,1283,71,15,0,0,0,0.0,0,951,335,83,418,24.83564645726808,5.843681519357195,75.96785975164353,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
11-0.mid,third_party/PianistTransformer/data/midis/testset/human/11-0.mid,analyzed,,1,384,1,1516,1442,1441,2081,"{""0"": 2081}","{""1"": 2081}","{""0"": 1516}",0,0,0,8,3,0,0.4313564062500035,89,89,178,88,88,176,1,1,1.0,2,2,7,6,36,16,89,27,76,76,152,75,76,151,0,1,1.0,0,0,1,1,22,8,69,14,62,62,124,61,62,123,0,1,1.0,0,0,0,0,10,0,48,1,1286,134,21,0,0,0,0.0,0,254,1035,152,1187,61.76266481609993,18.736988202637058,123.52532963219986,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,True,False
11-1.mid,third_party/PianistTransformer/data/midis/testset/human/11-1.mid,analyzed,,0,480,1,1588,1509,1508,1527,"{""0"": 1527}","{""0"": 1527}","{""0"": 1588}",0,0,0,8,59,0,0.5160251249999988,99,99,198,97,98,195,0,3,0.9980106100795756,8,6,24,15,93,20,117,21,86,86,172,84,85,169,0,3,0.9986737400530504,0,0,11,5,74,7,92,8,76,76,152,74,75,149,0,3,0.9986737400530504,0,0,6,0,58,0,79,0,1355,114,36,3,0,3,0.001989389920424403,0,165,1196,147,1343,77.58620689655173,13.925729442970823,131.29973474801062,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
11-2.mid,third_party/PianistTransformer/data/midis/testset/human/11-2.mid,analyzed,,1,480,1,1471,1418,1417,861,"{""0"": 861}","{""1"": 861}","{""0"": 1471}",0,0,0,8,3,0,0.48504130416666413,75,75,150,74,74,148,1,1,1.0,0,0,7,6,50,19,75,19,72,72,144,71,71,142,1,1,1.0,0,0,4,2,37,11,72,12,60,60,120,59,59,118,1,1,1.0,0,0,2,0,26,0,57,0,1281,124,12,0,0,0,0.0,0,105,1179,133,1312,52.928722653493296,13.408609738884968,105.85744530698659,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
11-3.mid,third_party/PianistTransformer/data/midis/testset/human/11-3.mid,analyzed,,0,384,1,1455,1381,1380,1368,"{""0"": 1368}","{""0"": 1368}","{""0"": 1455}",0,0,0,1,19,0,0.7585462499999949,78,78,156,77,77,154,1,1,1.0,0,0,6,4,60,9,77,11,72,72,144,71,72,143,0,1,1.0,0,0,1,1,44,2,65,2,71,71,142,70,71,141,0,1,1.0,0,0,0,0,38,0,66,0,1239,128,13,0,0,0,0.0,0,140,1100,140,1240,55.79710144927536,7.971014492753623,113.04347826086956,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
12-0.mid,third_party/PianistTransformer/data/midis/testset/human/12-0.mid,analyzed,,0,384,1,4574,4324,4323,7512,"{""0"": 7512}","{""0"": 7512}","{""0"": 4574}",0,0,0,1,0,0,4.369653749999998,483,483,966,483,482,965,1,0,0.9981494332639371,10,10,47,38,220,61,444,64,463,463,926,463,462,925,1,0,0.9979181124219292,0,0,18,7,199,32,423,34,432,432,864,432,432,864,0,0,0.9981494332639371,0,0,3,0,148,1,384,1,3567,556,192,7,1,8,0.0018505667360629193,0,1241,2345,737,3082,102.70645385149201,14.804533888503354,223.4559333795975,cc64_before_first_onset,15.301181483633547,291.93373852610824,False,False
12-1.mid,third_party/PianistTransformer/data/midis/testset/human/12-1.mid,analyzed,,0,384,1,4574,4324,4323,7512,"{""0"": 7512}","{""0"": 7512}","{""0"": 4574}",0,0,0,1,0,0,4.369653749999998,483,483,966,483,482,965,1,0,0.9981494332639371,10,10,47,38,220,61,444,64,463,463,926,463,462,925,1,0,0.9979181124219292,0,0,18,7,199,32,423,34,432,432,864,432,432,864,0,0,0.9981494332639371,0,0,3,0,148,1,384,1,3567,556,192,7,1,8,0.0018505667360629193,0,1241,2345,737,3082,102.70645385149201,14.804533888503354,223.4559333795975,cc64_before_first_onset,15.301181483633547,291.93373852610824,False,False
12-2.mid,third_party/PianistTransformer/data/midis/testset/human/12-2.mid,analyzed,,0,384,1,4574,4324,4323,7512,"{""0"": 7512}","{""0"": 7512}","{""0"": 4574}",0,0,0,1,0,0,4.369653749999998,483,483,966,483,482,965,1,0,0.9981494332639371,10,10,47,38,220,61,444,64,463,463,926,463,462,925,1,0,0.9979181124219292,0,0,18,7,199,32,423,34,432,432,864,432,432,864,0,0,0.9981494332639371,0,0,3,0,148,1,384,1,3567,556,192,7,1,8,0.0018505667360629193,0,1241,2345,737,3082,102.70645385149201,14.804533888503354,223.4559333795975,cc64_before_first_onset,15.301181483633547,291.93373852610824,False,False
12-3.mid,third_party/PianistTransformer/data/midis/testset/human/12-3.mid,analyzed,,0,384,1,4574,4324,4323,7512,"{""0"": 7512}","{""0"": 7512}","{""0"": 4574}",0,0,0,1,0,0,4.369653749999998,483,483,966,483,482,965,1,0,0.9981494332639371,10,10,47,38,220,61,444,64,463,463,926,463,462,925,1,0,0.9979181124219292,0,0,18,7,199,32,423,34,432,432,864,432,432,864,0,0,0.9981494332639371,0,0,3,0,148,1,384,1,3567,556,192,7,1,8,0.0018505667360629193,0,1241,2345,737,3082,102.70645385149201,14.804533888503354,223.4559333795975,cc64_before_first_onset,15.301181483633547,291.93373852610824,False,False
12-4.mid,third_party/PianistTransformer/data/midis/testset/human/12-4.mid,analyzed,,0,384,1,4574,4324,4323,7512,"{""0"": 7512}","{""0"": 7512}","{""0"": 4574}",0,0,0,1,0,0,4.369653749999998,483,483,966,483,482,965,1,0,0.9981494332639371,10,10,47,38,220,61,444,64,463,463,926,463,462,925,1,0,0.9979181124219292,0,0,18,7,199,32,423,34,432,432,864,432,432,864,0,0,0.9981494332639371,0,0,3,0,148,1,384,1,3567,556,192,7,1,8,0.0018505667360629193,0,1241,2345,737,3082,102.70645385149201,14.804533888503354,223.4559333795975,cc64_before_first_onset,15.301181483633547,291.93373852610824,False,False
13-0.mid,third_party/PianistTransformer/data/midis/testset/human/13-0.mid,analyzed,,1,384,1,4797,4641,4640,3326,"{""0"": 3326}","{""1"": 3326}","{""0"": 4797}",0,0,0,2,3,0,1.3111979166666652,480,480,960,479,479,958,1,1,0.999353448275862,16,12,62,20,348,26,483,31,463,463,926,462,462,924,1,1,0.9995689655172414,4,3,36,7,304,8,460,9,445,445,890,444,444,888,1,1,0.9995689655172414,0,0,17,0,265,0,443,0,3769,787,81,3,0,3,0.000646551724137931,0,1190,2600,850,3450,104.09482758620689,6.681034482758621,206.89655172413794,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
13-1.mid,third_party/PianistTransformer/data/midis/testset/human/13-1.mid,analyzed,,0,960,1,4855,4737,4736,4117,"{""0"": 4117}","{""0"": 4117}","{""0"": 4855}",0,0,0,12,5,0,2.708333333333334,409,409,818,408,408,816,1,1,1.0,13,11,65,26,268,32,379,34,396,396,792,395,395,790,1,1,1.0,2,1,44,8,251,10,364,11,372,372,744,371,371,742,1,1,1.0,1,0,21,0,225,0,340,0,4069,518,149,0,0,0,0.0,0,822,3259,655,3914,80.02533783783784,7.179054054054054,172.71959459459458,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
13-2.mid,third_party/PianistTransformer/data/midis/testset/human/13-2.mid,analyzed,,1,384,1,5053,4875,4874,3202,"{""0"": 3202}","{""1"": 3202}","{""0"": 5053}",0,0,0,0,2,0,2.398437499999999,449,449,898,448,449,897,0,1,1.0,13,5,62,9,307,10,409,13,431,431,862,430,431,861,0,1,1.0,5,2,44,2,284,4,395,5,421,421,842,420,421,841,0,1,1.0,2,0,29,0,257,0,378,0,4077,697,100,0,0,0,0.0,0,1126,2973,775,3748,83.91464915880181,2.667213787443578,184.2429216249487,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
13-3.mid,third_party/PianistTransformer/data/midis/testset/human/13-3.mid,analyzed,,0,960,1,4973,4819,4818,3478,"{""0"": 3478}","{""0"": 3478}","{""0"": 4973}",0,0,0,11,24,0,1.328125,423,423,846,422,422,844,1,1,1.0,3,3,8,4,308,4,372,4,422,422,844,421,421,842,1,1,1.0,0,0,6,1,292,2,369,2,419,419,838,418,418,836,1,1,1.0,0,0,0,0,273,0,370,0,4043,706,69,0,0,0,0.0,0,858,3217,743,3960,77.21046077210461,0.8302200083022001,175.59153175591533,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
13-4.mid,third_party/PianistTransformer/data/midis/testset/human/13-4.mid,analyzed,,1,384,1,4870,4732,4731,4203,"{""0"": 4203}","{""1"": 4203}","{""0"": 4870}",0,0,0,0,24,0,3.395833333333334,414,414,828,413,414,827,0,1,0.9997886281969985,27,25,79,57,314,61,383,61,390,390,780,389,390,779,0,1,1.0,1,1,40,17,274,19,359,19,356,356,712,355,356,711,0,1,1.0,0,0,6,0,223,0,325,0,4070,496,164,1,0,1,0.0002113718030014796,0,785,3305,641,3946,80.95540054956669,12.893679983090255,175.01585288522512,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
